id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3151483,1,6/2/2016 12:36,6/2/2016 12:46,2,-73.98511505,40.766403198242188,-73.98146057,40.774394989013672,N,589
id1085643,1,4/7/2016 7:48,4/7/2016 7:57,1,-73.97747803,40.766170501708984,-73.96797943,40.787044525146484,N,575
id2388028,2,1/20/2016 19:36,1/20/2016 19:56,2,-73.98516083,40.762031555175781,-73.95218658,40.771198272705078,N,1188
id3128481,2,2/21/2016 2:22,2/21/2016 2:45,1,-73.98726654,40.755748748779297,-73.98538208,40.690841674804688,N,1393
id3137071,1,4/11/2016 9:20,4/11/2016 9:32,1,-74.00551605,40.717174530029297,-73.98953247,40.740684509277344,N,714
id0283582,2,5/16/2016 16:07,5/16/2016 16:15,1,-73.97801208,40.757286071777344,-73.98298645,40.758464813232422,N,446
id2351647,1,5/20/2016 18:54,5/20/2016 19:04,1,-73.99428558,40.702823638916016,-73.98890686,40.664501190185547,N,602
id2342055,2,3/16/2016 20:08,3/16/2016 20:24,2,-73.9794693,40.745277404785156,-74.00237274,40.760662078857422,N,968
id3207287,2,4/29/2016 9:05,4/29/2016 9:11,1,-73.96488953,40.791412353515625,-73.97263336,40.790016174316406,N,328
id3137021,1,1/18/2016 11:44,1/18/2016 11:48,1,-73.96776581,40.801181793212891,-73.95939636,40.813953399658203,N,266
id0059372,1,2/25/2016 17:23,2/25/2016 17:29,1,-73.98930359,40.736221313476563,-73.98602295,40.726528167724609,N,356
id1009360,2,1/14/2016 15:08,1/14/2016 15:12,1,-73.9889679,40.748050689697266,-73.98223114,40.756599426269531,N,281
id0866826,2,1/13/2016 11:33,1/13/2016 11:34,2,-73.9535675,40.779380798339844,-73.94940186,40.785041809082031,N,85
id3203355,2,6/15/2016 18:23,6/15/2016 18:31,5,-73.94998169,40.772098541259766,-73.96701813,40.763778686523438,N,534
id3796995,2,5/19/2016 18:06,5/19/2016 18:11,1,-73.96240997,40.758865356445313,-73.95502472,40.767246246337891,N,292
id2370080,2,5/17/2016 8:04,5/17/2016 8:11,3,-73.99819183,40.735374450683594,-73.99194336,40.749362945556641,N,440
id2892400,1,3/3/2016 7:45,3/3/2016 7:52,1,-73.97875214,40.785377502441406,-73.97953033,40.771560668945313,N,428
id2051212,2,1/22/2016 9:04,1/22/2016 9:15,1,-73.95020294,40.771697998046875,-73.97413635,40.787471771240234,N,697
id1678366,1,6/28/2016 17:55,6/28/2016 18:30,1,-73.96175385,40.776016235351562,-73.99502563,40.733974456787109,N,2089
id0862941,2,1/11/2016 18:06,1/11/2016 18:12,1,-73.97271729,40.785011291503906,-73.95652008,40.786849975585937,N,405
id0469159,2,2/23/2016 18:57,2/23/2016 19:04,5,-73.9562912,40.781299591064453,-73.95166016,40.774448394775391,N,430
id1946987,2,6/5/2016 23:34,6/5/2016 23:56,2,-73.99005127,40.729473114013672,-73.96263123,40.654621124267578,N,1336
id0098171,2,1/21/2016 10:29,1/21/2016 10:38,1,-73.98306274,40.765995025634766,-73.97868347,40.754348754882813,N,582
id3451821,2,3/18/2016 20:21,3/18/2016 20:33,1,-73.97915649,40.744411468505859,-73.95426941,40.775485992431641,N,744
id2573202,1,2/11/2016 22:22,2/11/2016 22:31,2,-73.96875763,40.791389465332031,-73.94386292,40.794536590576172,N,530
id3340409,2,1/27/2016 6:38,1/27/2016 6:52,1,-73.97709656,40.743312835693359,-73.98168945,40.768218994140625,N,800
id3591396,2,3/27/2016 22:46,3/27/2016 22:55,2,-73.9807663,40.769840240478516,-73.98924255,40.747959136962891,N,536
id1864783,2,5/6/2016 18:59,5/6/2016 19:39,2,-73.96573639,40.762413024902344,-73.90787506,40.88006591796875,N,2396
id1201558,1,6/5/2016 18:07,6/5/2016 18:11,1,-73.98210144,40.773056030273438,-73.98836517,40.769313812255859,N,267
id1462654,1,2/14/2016 17:29,2/14/2016 17:35,1,-73.99224854,40.748367309570313,-73.9980545,40.756126403808594,N,387
id0047649,1,6/6/2016 21:04,6/6/2016 21:32,4,-73.88536072,40.773101806640625,-73.91454315,40.885860443115234,N,1694
id0005214,2,3/26/2016 21:39,3/26/2016 21:52,2,-73.98606873,40.746501922607422,-73.9624939,40.76422119140625,N,751
id3878193,2,2/7/2016 0:56,2/7/2016 1:04,5,-73.98722076,40.733329772949219,-73.98297882,40.744419097900391,N,456
id2553871,1,5/1/2016 18:40,5/1/2016 18:45,1,-73.98388672,40.749069213867188,-73.98474121,40.742885589599609,N,257
id1527619,1,1/1/2016 3:20,1/1/2016 3:43,1,-73.99637604,40.748836517333984,-73.98712921,40.697566986083984,N,1327
id3813398,1,3/22/2016 22:35,3/22/2016 22:41,1,-73.98915863,40.752986907958984,-74.00553894,40.738876342773437,N,344
id0112070,2,4/30/2016 22:03,4/30/2016 22:06,2,-73.95523834,40.768848419189453,-73.95813751,40.773128509521484,N,174
id0054578,1,6/8/2016 21:42,6/8/2016 21:52,1,-73.96672058,40.769916534423828,-73.94744873,40.775283813476563,N,596
id3570508,1,3/15/2016 10:21,3/15/2016 10:41,2,-73.98228455,40.768199920654297,-73.97801208,40.751068115234375,N,1181
id2952272,2,4/27/2016 9:28,4/27/2016 9:42,1,-73.97483826,40.782966613769531,-73.93978119,40.840972900390625,N,820
id3413393,2,1/25/2016 21:40,1/25/2016 21:46,1,-73.98220825,40.768119812011719,-73.99611664,40.753700256347656,N,414
id0823435,2,3/19/2016 1:20,3/19/2016 1:37,1,-74.00029755,40.711139678955078,-73.98194122,40.769119262695313,N,1021
id0606104,2,6/24/2016 1:03,6/24/2016 1:15,6,-73.8708725,40.773746490478516,-73.95430756,40.719024658203125,N,730
id2814984,1,6/2/2016 16:48,6/2/2016 16:58,1,-73.99385071,40.762256622314453,-73.98201752,40.766643524169922,N,560
id3878816,2,4/17/2016 2:25,4/17/2016 2:34,5,-73.98686981,40.719608306884766,-73.95747375,40.718120574951172,N,560
id1942347,1,1/4/2016 18:17,1/4/2016 18:22,1,-73.96690369,40.76727294921875,-73.9719162,40.759548187255859,N,286
id1207558,1,5/12/2016 21:55,5/12/2016 22:21,1,-73.7767334,40.645168304443359,-73.91165161,40.705966949462891,N,1558
id2019893,2,4/26/2016 6:11,4/26/2016 6:17,3,-73.99688721,40.742191314697266,-73.98247528,40.759933471679688,N,322
id2575446,1,6/19/2016 9:55,6/19/2016 10:03,2,-73.98780823,40.7557373,-73.97988892,40.765548706054688,N,443
id0394946,1,3/16/2016 23:06,3/16/2016 23:16,1,-73.9978714,40.746150970458984,-73.97730255,40.784629821777344,N,583
id1868530,1,5/20/2016 19:01,5/20/2016 19:23,1,-73.97372437,40.763168334960938,-73.9908371,40.745498657226562,N,1280
id2087588,2,5/3/2016 18:50,5/3/2016 19:03,5,-73.99884033,40.734455108642578,-73.98098755,40.75030517578125,N,798
id0731416,2,6/16/2016 11:11,6/16/2016 11:40,1,-73.77896881,40.647361755371094,-73.82968903,40.713039398193359,N,1784
id3133710,1,3/19/2016 22:09,3/19/2016 22:13,1,-73.99423218,40.741249084472656,-73.99533081,40.749629974365234,N,221
id0382926,2,5/26/2016 19:22,5/26/2016 19:34,1,-74.00009918,40.760898590087891,-74.00900269,40.732585906982422,N,761
id1632403,1,6/21/2016 22:22,6/21/2016 22:26,1,-73.98764801,40.760482788085937,-73.97702789,40.765186309814453,N,234
id1507942,1,1/10/2016 17:54,1/10/2016 18:07,1,-73.97467041,40.752056121826172,-74.01213837,40.716953277587891,N,795
id1751730,1,5/29/2016 21:37,5/29/2016 21:59,1,-73.9240799,40.743999481201172,-73.99906921,40.742446899414062,N,1305
id2969048,1,3/15/2016 22:56,3/15/2016 23:01,2,-73.98643494,40.730472564697266,-73.99189758,40.732837677001953,N,270
id3044235,2,3/19/2016 21:09,3/19/2016 21:18,1,-73.96453857,40.756465911865234,-73.98112488,40.762813568115234,N,521
id3105039,2,3/24/2016 18:30,3/24/2016 18:32,2,-73.97680664,40.764900207519531,-73.98033905,40.767536163330078,N,123
id2299069,2,4/8/2016 0:26,4/8/2016 0:35,4,-73.98326874,40.757762908935547,-73.96813202,40.757316589355469,N,530
id1772192,1,3/20/2016 19:25,3/20/2016 20:01,1,-73.77675629,40.64538574,-73.9855957,40.731266021728516,N,2114
id3579210,2,1/25/2016 21:05,1/25/2016 22:01,1,-73.78208923,40.644649505615234,-73.97424316,40.789760589599609,N,3370
id2470556,2,6/25/2016 11:01,6/25/2016 11:18,1,-73.98628998,40.767192840576172,-73.97319031,40.746158599853516,N,1025
id3660750,2,6/16/2016 14:10,6/16/2016 14:15,1,-73.97556305,40.755340576171875,-73.97129059,40.761028289794922,N,304
id0627179,2,2/5/2016 5:48,2/5/2016 5:56,6,-74.00110626,40.739261627197266,-73.98181152,40.724590301513672,N,518
id2743455,2,3/17/2016 20:33,3/17/2016 20:40,2,-73.98007202,40.784000396728516,-73.94476318,40.834407806396484,N,447
id3481094,1,4/18/2016 17:23,4/18/2016 17:27,1,-73.9725647,40.758510589599609,-73.98038483,40.75976563,N,204
id1240888,1,2/19/2016 12:29,2/19/2016 12:40,1,-73.9812851,40.759548187255859,-73.98751068,40.780307769775391,N,652
id1850357,2,3/13/2016 19:38,3/13/2016 19:52,1,-74.00034332,40.721340179443359,-73.99971008,40.738563537597656,N,856
id1282615,2,5/1/2016 11:49,5/1/2016 11:54,2,-73.99903107,40.739299774169922,-74.00650787,40.721530914306641,N,327
id3600299,1,1/18/2016 15:52,1/18/2016 16:01,3,-73.97762299,40.779243469238281,-73.97875977,40.759170532226563,N,535
id0015493,1,6/12/2016 5:11,6/12/2016 5:52,1,-74.00548553,40.728618621826172,-73.64342499,40.670379638671875,N,2451
id0671052,1,4/24/2016 0:19,4/24/2016 0:25,2,-73.98075104,40.729888916015625,-73.98412323,40.725410461425781,N,346
id0702699,2,1/4/2016 21:09,1/4/2016 21:19,1,-73.97846222,40.783058166503906,-73.95265198,40.799919128417969,N,616
id0862403,2,4/8/2016 7:05,4/8/2016 7:19,1,-73.98239899,40.777492523193359,-73.93962097,40.805263519287109,N,869
id1442956,2,1/12/2016 9:07,1/12/2016 9:30,5,-74.00546265,40.745731353759766,-73.96363831,40.758689880371094,N,1402
id1859156,1,2/17/2016 0:54,2/17/2016 1:36,3,-73.96925354,40.754047393798828,-73.59358215,41.043865203857422,N,2534
id1774111,1,6/16/2016 8:38,6/16/2016 8:45,1,-73.98827362,40.774810791015625,-73.99612427,40.761631011962891,N,441
id1333989,1,4/11/2016 10:59,4/11/2016 11:05,1,-73.98369598,40.744430541992188,-73.97832489,40.737735748291016,N,380
id3812910,2,5/25/2016 13:50,5/25/2016 13:59,1,-73.98200226,40.73651123046875,-74.01271057,40.702178955078125,N,572
id3740726,1,5/20/2016 10:53,5/20/2016 11:15,2,-74.01274872,40.717121124267578,-73.95578766,40.764362335205078,N,1303
id3030554,1,1/26/2016 2:01,1/26/2016 2:24,1,-73.98812866,40.746021270751953,-73.92371368,40.767948150634766,N,1402
id2891699,2,3/17/2016 11:51,3/17/2016 12:09,5,-73.99420929,40.761638641357422,-74.01199341,40.718929290771484,N,1108
id3498529,1,2/24/2016 16:25,2/24/2016 16:30,1,-73.9753418,40.787929534912109,-73.97747803,40.782871246337891,N,275
id0244668,1,2/13/2016 21:41,2/13/2016 21:53,4,-73.99302673,40.733497619628906,-74.00725555,40.733879089355469,N,737
id1963642,1,3/29/2016 14:46,3/29/2016 15:06,1,-73.9821701,40.760746002197266,-73.95244598,40.772186279296875,N,1201
id1913200,1,4/26/2016 8:25,4/26/2016 8:52,1,-74.01610565,40.714916229248047,-73.98852539,40.754756927490234,N,1625
id3877674,1,2/9/2016 20:42,2/9/2016 21:06,1,-74.00978851,40.712364196777344,-73.83653259,40.719028472900391,N,1444
id3892641,1,5/9/2016 20:18,5/9/2016 20:26,1,-73.97472382,40.761276245117188,-73.98480225,40.748275756835938,N,449
id2287030,2,4/2/2016 0:00,4/2/2016 0:03,2,-73.99304962,40.762931823730469,-73.98255157,40.777500152587891,N,170
id0838992,2,3/21/2016 12:58,3/21/2016 13:06,1,-73.99188232,40.75494384765625,-73.98439789,40.744277954101563,N,500
id2551093,1,5/8/2016 10:59,5/8/2016 11:07,1,-73.78212738,40.64447021484375,-73.81130219,40.670211791992187,N,490
id0721660,1,2/29/2016 21:32,2/29/2016 21:37,1,-73.96349335,40.774311065673828,-73.96721649,40.76025391,N,323
id3039752,1,4/14/2016 15:08,4/14/2016 15:56,1,-73.98738098,40.760707855224609,-73.87198639,40.774246215820313,N,2828
id3808632,1,2/5/2016 3:41,2/5/2016 3:59,1,-73.99227905,40.73999023,-73.94231415,40.837493896484375,N,1089
id3921267,2,4/14/2016 23:10,4/14/2016 23:24,1,-73.87561035,40.771442413330078,-73.91151428,40.769378662109375,N,855
id1723554,2,6/14/2016 7:46,6/14/2016 8:11,1,-73.95561218,40.768451690673828,-73.95070648,40.768985748291016,N,1495
id3431423,1,4/12/2016 15:11,4/12/2016 15:48,1,-73.98613739,40.759880065917969,-73.86512756,40.77056884765625,N,2235
id0057906,1,3/18/2016 22:54,3/18/2016 23:06,1,-73.98953247,40.757564544677734,-73.99236298,40.748359680175781,N,740
id3003058,1,5/8/2016 2:32,5/8/2016 3:07,1,-73.99635315,40.766544342041016,-73.93641663,40.693885803222656,Y,2113
id3447978,2,5/16/2016 2:14,5/16/2016 2:35,1,-73.99671936,40.737419128417969,-73.94817352,40.829799652099609,N,1232
id0292522,1,5/2/2016 11:09,5/2/2016 11:12,1,-73.97284698,40.793354034423828,-73.96775055,40.802322387695313,N,171
id0874521,2,5/1/2016 15:08,5/1/2016 15:20,5,-73.98390198,40.745880126953125,-74.00369263,40.737590789794922,N,741
id1281190,1,2/8/2016 19:05,2/8/2016 19:10,1,-73.98717499,40.744960784912109,-73.98057556,40.742355346679687,N,275
id0097914,1,4/10/2016 1:19,4/10/2016 1:23,1,-73.95677948,40.72094727,-73.95597076,40.730022430419922,N,260
id0824172,2,6/2/2016 14:21,6/2/2016 14:33,1,-73.94856262,40.77661133,-73.95231628,40.789779663085938,N,716
id2878643,1,6/14/2016 14:22,6/14/2016 14:29,1,-73.97915649,40.758987426757813,-73.97679138,40.750072479248047,N,434
id2048446,1,5/27/2016 23:10,5/27/2016 23:17,1,-73.99874878,40.755390167236328,-73.98033905,40.780490875244141,N,410
id1409321,2,2/3/2016 14:53,2/3/2016 14:59,5,-73.9787674,40.763950347900391,-73.97756958,40.773990631103516,N,360
id3175157,2,5/9/2016 1:47,5/9/2016 2:16,1,-73.99468231,40.750389099121094,-73.86956787,40.859401702880859,N,1739
id3194388,1,6/2/2016 6:12,6/2/2016 6:19,1,-73.99045563,40.75598145,-73.98375702,40.755180358886719,N,386
id0822165,2,5/7/2016 14:08,5/7/2016 14:17,6,-73.9977951,40.750812530517578,-73.99778748,40.736175537109375,N,564
id3613138,1,2/7/2016 19:11,2/7/2016 19:22,2,-73.99980164,40.730716705322266,-73.97904968,40.75256348,N,654
id3647586,1,2/9/2016 14:19,2/9/2016 14:24,2,-73.95411682,40.778831481933594,-73.94708252,40.795127868652344,N,328
id2063770,2,2/24/2016 21:27,2/24/2016 21:37,1,-73.98004913,40.735000610351563,-73.99861145,40.744911193847656,N,572
id3922970,2,4/22/2016 18:23,4/22/2016 18:29,1,-73.98113251,40.780132293701172,-73.98213959,40.775672912597656,N,344
id1211472,1,5/12/2016 14:11,5/12/2016 15:03,1,-73.95157623,40.791343688964844,-73.78914642,40.641677856445313,Y,3117
id1649629,1,1/2/2016 11:52,1/2/2016 11:58,1,-73.9792099,40.765354156494141,-73.97327423,40.757591247558594,N,398
id2449460,1,2/4/2016 23:28,2/4/2016 23:37,1,-73.98171997,40.763999938964844,-73.98154449,40.778766632080078,N,507
id2585409,2,4/6/2016 11:23,4/6/2016 11:37,3,-73.96404266,40.757991790771484,-73.95250702,40.772560119628906,N,817
id0382265,1,2/2/2016 21:39,2/2/2016 21:47,1,-73.9509964,40.77764892578125,-73.96525574,40.790637969970703,N,487
id3890985,2,6/2/2016 10:46,6/2/2016 11:14,2,-73.95680237,40.77770996,-73.97680664,40.759510040283203,N,1665
id3294103,2,6/7/2016 19:46,6/7/2016 19:52,1,-73.98628235,40.760360717773438,-73.97112274,40.782810211181641,N,374
id3015936,2,4/8/2016 11:42,4/8/2016 12:05,1,-73.9909668,40.755828857421875,-73.96282196,40.764308929443359,N,1368
id1241025,2,6/6/2016 10:28,6/6/2016 10:54,1,-73.99424744,40.751029968261719,-73.96060181,40.766250610351562,N,1584
id0827964,1,4/17/2016 14:13,4/17/2016 14:31,1,-73.96775818,40.762962341308594,-73.99420929,40.750198364257813,N,1084
id3977623,1,1/15/2016 15:08,1/15/2016 15:23,1,-73.98067474,40.748001098632813,-73.98192596,40.768825531005859,N,900
id1905877,1,4/15/2016 22:22,4/15/2016 22:27,2,-73.983078,40.773509979248047,-73.96574402,40.772686004638672,N,315
id3963944,2,3/7/2016 19:16,3/7/2016 19:20,6,-73.98527527,40.747215270996094,-73.98446655,40.740047454833984,N,206
id2522484,2,5/7/2016 17:49,5/7/2016 17:59,4,-73.97648621,40.788440704345703,-73.98268127,40.763351440429688,N,612
id0438249,2,2/24/2016 7:45,2/24/2016 8:17,2,-74.00122833,40.736530303955078,-73.9397583,40.841060638427734,N,1892
id1963796,2,4/27/2016 9:29,4/27/2016 9:40,1,-73.96776581,40.75598145,-73.97512054,40.741512298583984,N,673
id0627431,1,3/26/2016 17:02,3/26/2016 17:13,1,-73.98203278,40.760837554931641,-73.97193146,40.782184600830078,N,680
id2306610,1,2/25/2016 17:08,2/25/2016 17:11,1,-73.95576477,40.769424438476563,-73.94908905,40.780937194824219,N,208
id1266110,1,3/8/2016 14:00,3/8/2016 14:10,1,-73.98745728,40.751998901367188,-73.98027039,40.762321472167969,N,609
id1739324,2,1/12/2016 19:29,1/12/2016 19:42,5,-74.00395966,40.733390808105469,-73.98738098,40.735748291015625,N,787
id1033335,1,3/9/2016 22:00,3/9/2016 22:12,1,-73.98413849,40.737449645996094,-73.97618103,40.750816345214844,N,756
id0940927,2,6/23/2016 12:37,6/23/2016 13:08,5,-73.99164581,40.750099182128906,-73.95404816,40.765155792236328,N,1850
id3273389,1,5/1/2016 7:18,5/1/2016 7:30,3,-73.96261597,40.758907318115234,-73.98506927,40.747207641601563,N,754
id3787692,2,5/24/2016 10:50,5/24/2016 11:00,6,-73.97261047,40.749839782714844,-73.97549438,40.751720428466797,N,622
id1345342,1,5/22/2016 0:17,5/22/2016 0:33,2,-74.00979614,40.73626708984375,-73.98193359,40.770755767822266,N,948
id0601012,2,1/22/2016 22:20,1/22/2016 22:30,2,-73.98932648,40.752555847167969,-73.99542999,40.760501861572266,N,564
id0631822,2,5/17/2016 14:17,5/17/2016 15:26,1,-73.99558258,40.716949462890625,-73.78910065,40.642448425292969,N,4098
id1707647,2,2/13/2016 19:07,2/13/2016 19:11,1,-73.97841644,40.745418548583984,-73.97197723,40.747215270996094,N,235
id1591402,2,2/24/2016 11:37,2/24/2016 11:43,6,-73.95709991,40.762340545654297,-73.96353912,40.765769958496094,N,336
id0445322,2,6/30/2016 8:41,6/30/2016 8:57,1,-73.96796417,40.755771636962891,-73.99187469,40.734554290771484,N,985
id1960233,1,3/20/2016 23:20,3/20/2016 23:24,2,-73.97743988,40.763370513916016,-73.98640442,40.759841918945313,N,224
id2540752,2,6/4/2016 8:22,6/4/2016 8:24,1,-73.9635849,40.761981964111328,-73.96278381,40.767986297607422,N,126
id3947556,1,5/19/2016 13:03,5/19/2016 13:46,1,-73.97524261,40.754890441894531,-74.17662811,40.693641662597656,N,2548
id1115559,2,6/10/2016 15:28,6/10/2016 15:39,1,-73.99734497,40.725852966308594,-74.0075531,40.740898132324219,N,650
id1849448,1,3/19/2016 21:06,3/19/2016 21:08,1,-74.00683594,40.741741180419922,-74.00402069,40.751060485839844,N,152
id3863075,2,5/19/2016 20:37,5/19/2016 20:49,2,-73.98384094,40.747371673583984,-74.00021362,40.745288848876953,N,722
id1597082,1,1/7/2016 12:06,1/7/2016 12:28,2,-73.97680664,40.790386199951172,-73.9560318,40.773632049560547,N,1275
id3854389,1,3/26/2016 20:36,3/26/2016 20:48,1,-74.00870514,40.739414215087891,-73.99417877,40.726474761962891,N,694
id0583092,2,5/29/2016 14:58,5/29/2016 15:08,1,-74.00165558,40.756717681884766,-73.98153687,40.752117156982422,N,626
id0234668,1,1/8/2016 23:35,1/8/2016 23:42,1,-73.98162079,40.76452637,-73.99606323,40.767295837402344,N,414
id0052453,1,5/6/2016 11:49,5/6/2016 11:56,2,-73.99054718,40.75592041015625,-73.98318481,40.756954193115234,N,439
id3959507,1,4/4/2016 20:15,4/4/2016 20:24,4,-73.98571014,40.749893188476562,-73.99139404,40.739284515380859,N,533
id1923951,2,5/10/2016 15:20,5/10/2016 15:42,1,-73.96060944,40.772823333740234,-73.98056793,40.748210906982422,N,1301
id0132701,1,1/3/2016 14:18,1/3/2016 14:29,1,-73.96644592,40.764442443847656,-73.98923492,40.736244201660156,N,670
id0482797,2,4/21/2016 20:25,4/21/2016 20:29,1,-73.95702362,40.774810791015625,-73.95453644,40.786590576171875,N,282
id3512763,2,3/31/2016 4:45,3/31/2016 4:59,1,-73.97575378,40.744678497314453,-73.84475708,40.721893310546875,N,871
id1244516,1,4/16/2016 17:20,4/16/2016 17:39,1,-73.98710632,40.76068115234375,-73.95088959,40.802520751953125,N,1118
id3500199,1,6/20/2016 4:24,6/20/2016 4:32,2,-73.998909,40.728168487548828,-73.9852066,40.756984710693359,N,456
id1511189,2,5/14/2016 19:27,5/14/2016 19:30,5,-73.99680328,40.725376129150391,-74.0037384,40.722434997558594,N,186
id2262567,1,6/10/2016 10:29,6/10/2016 10:46,1,-73.99383545,40.741645812988281,-73.97827148,40.747501373291016,N,1040
id2928438,1,6/10/2016 13:59,6/10/2016 14:08,1,-73.98783875,40.769840240478516,-73.97970581,40.78393555,N,543
id2254486,1,6/23/2016 14:23,6/23/2016 14:39,1,-73.95752716,40.764350891113281,-73.97358704,40.763523101806641,N,929
id3020057,2,2/9/2016 22:44,2/9/2016 22:53,1,-73.98780823,40.721031188964844,-73.98947144,40.730049133300781,N,547
id3063610,2,5/15/2016 1:21,5/15/2016 1:31,1,-73.98963165,40.730239868164062,-74.00392914,40.742771148681641,N,571
id2555994,2,1/16/2016 11:44,1/16/2016 11:54,1,-73.98132324,40.741241455078125,-73.9539032,40.778881072998047,N,587
id1069649,2,4/16/2016 0:01,4/16/2016 0:25,1,-73.95218658,40.777305603027344,-73.92230988,40.760387420654297,N,1414
id0965610,2,3/3/2016 4:11,3/3/2016 4:25,1,-74.00228119,40.733711242675781,-73.97839355,40.765178680419922,N,845
id0976720,2,1/29/2016 12:06,1/29/2016 12:16,2,-73.96260071,40.772731781005859,-73.96209717,40.763748168945313,N,632
id1287973,2,5/28/2016 15:07,5/28/2016 15:27,1,-74.0109787,40.710170745849609,-73.98090363,40.763957977294922,N,1205
id3856418,2,5/16/2016 10:11,5/16/2016 10:28,1,-73.97010803,40.759597778320313,-73.99220276,40.737758636474609,N,1032
id0775200,2,4/26/2016 21:40,4/26/2016 21:51,4,-73.99266815,40.730453491210938,-73.98345947,40.750282287597656,N,669
id1324382,1,1/7/2016 18:12,1/7/2016 18:55,1,-73.78234863,40.644802093505859,-73.95465088,40.789146423339844,N,2585
id2898385,2,6/25/2016 13:14,6/25/2016 13:40,1,-73.99015045,40.719409942626953,-73.98140717,40.773578643798828,N,1593
id2917527,2,5/25/2016 0:53,5/25/2016 1:12,2,-74.00369263,40.737541198730469,-73.95178986,40.714012145996094,N,1107
id0669943,2,6/19/2016 19:52,6/19/2016 19:55,2,-74.00540924,40.739959716796875,-74.00434875,40.73352051,N,221
id0271964,2,2/28/2016 1:02,2/28/2016 1:20,5,-73.99539185,40.739490509033203,-73.99017334,40.761825561523438,N,1073
id0075464,2,4/23/2016 15:52,4/23/2016 16:34,1,-74.00849152,40.713108062744141,-73.98109436,40.767814636230469,N,2577
id2803684,1,4/26/2016 18:14,4/26/2016 18:28,1,-73.98059082,40.764461517333984,-73.98921967,40.745616912841797,N,831
id0367406,2,3/18/2016 14:17,3/18/2016 14:37,1,-73.98570251,40.757640838623047,-73.9598465,40.779411315917969,N,1214
id0231867,1,5/15/2016 18:19,5/15/2016 18:24,2,-73.95180511,40.781936645507812,-73.94275665,40.786022186279297,N,264
id3913560,2,1/11/2016 22:48,1/11/2016 23:40,2,-74.01265717,40.702178955078125,-74.30776215,40.567340850830078,N,3085
id0410614,1,2/20/2016 14:14,2/20/2016 14:31,1,-73.87100983,40.773857116699219,-73.97127533,40.745330810546875,N,1001
id1515863,1,6/4/2016 16:37,6/4/2016 16:49,1,-73.95342255,40.807022094726563,-73.9812851,40.774261474609375,N,703
id1458268,1,5/28/2016 22:39,5/28/2016 22:43,1,-73.99220276,40.749683380126953,-74.00039673,40.746700286865234,N,246
id2147806,2,2/12/2016 6:50,2/12/2016 6:54,2,-73.97100067,40.760883331298828,-73.97868347,40.750934600830078,N,227
id0743354,1,5/19/2016 9:47,5/19/2016 10:04,1,-73.97425079,40.751026153564453,-73.98529053,40.746433258056641,N,1027
id0729156,2,6/23/2016 13:36,6/23/2016 13:36,3,-73.82765961,40.716175079345703,-73.82211304,40.711452484130859,N,2
id1185529,1,3/8/2016 22:25,3/8/2016 22:34,1,-73.97731018,40.749767303466797,-73.99720764,40.724739074707031,N,504
id1871156,1,4/9/2016 2:14,4/9/2016 2:24,1,-73.98188019,40.728450775146484,-73.99478912,40.71887207,N,643
id0174798,1,1/25/2016 10:09,1/25/2016 10:17,1,-73.98477173,40.7590332,-73.98138428,40.768768310546875,N,507
id3808990,2,2/12/2016 10:07,2/12/2016 10:21,3,-74.00744629,40.710071563720703,-73.97742462,40.746353149414063,N,845
id1763513,1,2/8/2016 23:06,2/8/2016 23:11,1,-73.96237946,40.804885864257813,-73.95011902,40.800045013427734,N,299
id3893063,2,6/2/2016 17:32,6/2/2016 18:42,1,-73.94857788,40.778079986572266,-73.78179169,40.64678955078125,N,4202
id1814949,1,2/6/2016 2:35,2/6/2016 2:56,1,-73.99258423,40.733970642089844,-73.96060944,40.686576843261719,N,1233
id2453193,1,3/19/2016 11:25,3/19/2016 11:31,4,-73.97755432,40.752651214599609,-73.98817444,40.757228851318359,Y,365
id1918237,2,6/16/2016 21:40,6/16/2016 21:53,5,-73.98445892,40.760383605957031,-74.00043488,40.762588500976562,N,754
id3487746,1,2/1/2016 13:24,2/1/2016 13:29,1,-73.94911194,40.781570434570313,-73.94993591,40.772243499755859,N,323
id1981369,2,1/30/2016 6:28,1/30/2016 6:32,1,-73.99678802,40.737270355224609,-73.98513794,40.732551574707031,N,191
id3336474,2,6/11/2016 0:57,6/11/2016 1:03,1,-74.00248718,40.750049591064453,-74.00650787,40.743949890136719,N,361
id3378098,1,3/28/2016 23:31,3/28/2016 23:45,1,-73.98934937,40.726444244384766,-74.00727081,40.705661773681641,N,806
id1381256,2,3/31/2016 10:45,3/31/2016 10:54,1,-73.92916107,40.762630462646484,-73.95310974,40.742538452148438,N,533
id2723985,2,6/14/2016 14:09,6/14/2016 14:12,2,-73.9848938,40.747348785400391,-73.98997498,40.738533020019531,N,196
id1576914,1,4/28/2016 8:57,4/28/2016 9:03,1,-73.96443176,40.764511108398438,-73.96287537,40.776649475097656,N,379
id3991516,1,2/6/2016 13:37,2/6/2016 14:00,4,-73.97305298,40.748703002929687,-74.00402832,40.733589172363281,N,1399
id3340677,2,5/21/2016 0:51,5/21/2016 1:02,1,-73.98777771,40.71948242,-73.94535065,40.707874298095703,N,650
